Disease name:	Carcinoma, Hepatocellular
miRNA_name	PMID	Description	Causality
hsa-mir-1197	34570663	In conclusion, circ_0004018 suppresses the proliferation and migration of HCC cells via sponging miR-1197 to inactivate the PTEN/PI3K/AKT signaling pathway.Abbreviations: HCC: Hepatocellular carcinoma; circRNAs: Circular RNAs; PTEN: Phosphatase and tensin homologue; miR-1197: microRNA-1197; ceRNA: competitive endogenous RNA; ATCC: American Type Culture Collection; EMEM: Eagle's Minimum Essential Medium; RT-qPCR: Quantitative real-time PCR; EdU: 5-ethynyl-20-deoxyuridine; FISH: Fluorescent in situ hybridization; RIP: RNA immunoprecipitation; 3'-UTR: 3'-untranslated region; Wt: wild-type; Mut; mutant type; gDNA: genomic DNA; Act D: Actinomycin D; PI3K: phosphatidylinositol-3-kinase; AKT: protein kinase; lncRNAs: long non-coding RNAs.	Unknown
hsa-mir-660	34673296	CONCLUSION: Our study summarizes that miR-660-5p-loaded M2-Exo augment HCC development through down-regulating KLF3.	Unknown
hsa-mir-660	32807493	In conclusion, this study illustrated the function of miR-660-5p/YWHAH axis in HCC and provided potential targets for treating HCC.	Unknown
hsa-mir-612	34716323	In conclusion, CircETFA can increase the expression of CCL5 to promote the progression of HCC by sponging hsa-mir-612 and recruiting EIF4A3, and is promising as a novel biomarker and therapeutic target.	Unknown
hsa-mir-6089	33959508	Apigenin can inhibit the growth of HCC cells, which may be mediated by up-regulation or down-regulation of miRNA molecules. most significantly up-regulated miRNAs	Unknown
hsa-mir-5195	34895065	We investigated the effect of the long noncoding RNA (lncRNA) maternally expressed gene 3 (MEG3) on hepatocellular carcinoma (HCC) tumorigenesis and progression by targeting miR3p and transcription factor forkhead box O1 (FOXO1) to identify a novel target for HCC treatment. Therefore, the lncRNA MEG3 inhibits HCC tumorigenesis and progression through the miR3p/FOXO1 signaling axis.	Unknown
hsa-mir-5195	32420798	CONCLUSIONS: To sum up, ST8SIA6-AS1 promotes HCC progression by absorbing miR-5195-3p to regulate HOXB6, which might provide some worthy suggestions to research the development process of HCC.	Unknown
hsa-mir-624	32547074	CONCLUSION: Collectively, ZFAS1 depletion inhibited the occurrence of HCC by downregulating the MDK/ERK/JNK/P38 pathway through restoring miR-624 expression.	Unknown
hsa-mir-579	35382824	Circ_0036412 up-regulates GLI2 expression by competitively binding to miR3p, thus promoting the proliferation and inhibiting cell cycle arrest of HCC cells.	Unknown
hsa-mir-579	35132819	Comparison of the two cohorts revealed that liver tissue from patients developing HCC displayed a down-regulation of miR3p as an early step in HCC development, which was further confirmed in a validation cohort. miR3p was identified as a novel tumor suppressor regulating phosphoinositide 3-kinase-AKT signaling at the early stages of HCC development.	Unknown
hsa-mir-876	31700026	And in vivo experiments determined that PITPNA-AS1 regulated HCC progression in vivo via miR5p/WNT5A pathway. In conclusion, this work shed lights on the modulatory mechanism of PITPNA-AS1/miR5p/WNT5A axis in HCC, which might be pivotal for exploring effective diagnostic biomarkers and treatment strategies for HCC patients.	Unknown
hsa-mir-513b	34120890	MiR-513b-5p may be applied as a therapeutic target for HCC.	Unknown
hsa-mir-631	33344226	In sum, our study first demonstrated that miR-631 targeted PTPRE to inhibit intrahepatic metastasis in HCC.	Unknown
hsa-mir-4732	34568062	Next, we constructed a ceRNA network, LINC00638/miR3p/ULBP1, that may be responsible for NK cell infiltration in HCC with high TMB. The LINC00638/miR3p/ULBP1 axis may regulate immune escape via PD-L1 in HCC with high TMB.	Unknown
hsa-mir-626	33061423	CONCLUSION: We revealed that hsa_circ_0004018/miR-626/DKK3 regulatory axis may be a possible novel therapeutic target for HCC.	Unknown
hsa-mir-765	33401249	In conclusion, exo-linc-FAM138B secreted by cancer cells inhibited HCC development via targeting miR-765, which provided a new idea and perspective for in-depth understanding of the complex signal regulation in HCC process.	Unknown
hsa-mir-1273g	33959508	Apigenin can inhibit the growth of HCC cells, which may be mediated by up-regulation or down-regulation of miRNA molecules. most significantly up-regulated miRNAs	Unknown
hsa-mir-376b	36567178	Bioinformatics analysis based on Lncbase, miRDB and TargetScan databases showed MK5-AS1 competitively bound to miR-376b-5p that prevented epithelial cell transforming sequence 2 (ECT2) from miRNA-mediated degradation, thus facilitated HCC metastasis.	Unknown
hsa-mir-888	35473892	RESULTS Compared with patients with HCC treated with sorafenib, patients treated with lenvatinib developed 8 differentially expressed genes (DEGs, FGF4, FGF23, UNC13C, RIMBP2, STXBP5L, PHOX2B, NEUROD4, and POU4F2) and 3 miRNAs (DEMs, has-miR-548ah, has-miR-888, and has-miR-196a-1), of which hsa-miR-548 regulated 4 target genes, the largest number among the 3 miRNAs.	Unknown
hsa-mir-888	30915745	The newly identified miR-888/SMAD4 axis provides novel insight into the progression of HCC and offers a promising target for HCC therapy.	Unknown
hsa-mir-651	34457004	miR-651-3p Enhances the Sensitivity of Hepatocellular Carcinoma to Cisplatin via Targeting ATG3-Mediated Cell Autophagy.	Unknown
hsa-mir-1825	36632614	Accordingly, CD133/EpCAM-expressing cells, miR-1290, and miR-1825, could serve as promising diagnostic and prognostic biomarkers as well as therapeutic targets in patients suffering from liver cirrhosis or HCC.	Unknown
hsa-mir-550a	36353937	All in all, we draw a conclusion that the miR-550a-5p/GNE axis functioned as an important role in promoting the progression of HCC via the Wnt/beta-catenin signaling pathway.	Unknown
hsa-mir-6785	33015776	CONCLUSIONS: LncRNA HAGLR stimulates proliferative and metastatic potentials in HCC via negatively regulating miR-6785-5p level, thus exacerbating the development of HCC.	Unknown
hsa-mir-513c	33277615	Thus, the silencing of lncRNA DLX6-AS1 impaired miR-513c-dependent Cul4A inhibition and subsequently elevated ubiquitination-mediated degradation of ANXA10, thereby preventing the occurrence and development of HCC.	Unknown
hsa-mir-4510	31612616	CONCLUSIONS: In this work, we confirm that RAF1 acts as an oncogene in HCC and further demonstrate that miR-4510 acts as a strong tumour suppressor in the liver by targeting many proto-oncogenes, including GPC3 and RAF1, and subsequently controlling key biological and signalling pathways among which Wnt and RAS/RAF/MEK/ERK signals.	Unknown
hsa-mir-1296	36627545	In conclusion, hsa_circ_0000519 promoted tumor progression and angiogenesis in HCC through the miR-1296/E2F7 axis.	Unknown
hsa-mir-1208	33320435	Furthermore, we demonstrated that circPUM1 could promote the development of HCC by up-regulating the expression of MAP3K2 via sponging miR-1208.	Unknown
hsa-mir-1911	32968455	In addition, PAK4, heat shock protein 105 kDa and miRNA-1911 were demonstrated to be a key factor involved in immune response via Weighted Correlation Network Analysis in HCC.	Unknown
hsa-mir-527	33613718	GPC-3, whose expression is regulated by miR-527, may be involved in the development and progression of HCC.	Unknown
hsa-mir-578	32974140	Besides, hsa_circ_0005785 reversed the suppressive influence of miR-578 on HCC and accelerated tumor malignant progression through the miR-578/APRIL axis. Moreover, targeting to the hsa_circ_0005785/miR-578/APRIL regulatory pathway might be a promising diagnostic and therapeutic strategy for HCC clinical practice.	Unknown
hsa-mir-568	33499874	Mechanism study revealed that LINC00680 regulated HCC stemness and chemosensitivity through sponging miR-568, thereby expediting the expression of AKT3, which further activated its downstream signaling molecules, including mTOR, elF4EBP1, and p70S6K. CONCLUSION: LINC00680 promotes HCC stemness properties and decreases chemosensitivity through sponging miR-568 to activate AKT3, suggesting that LINC00680 might be a potentially important HCC diagnosis marker and therapeutic target.	Unknown
hsa-mir-3163	32329664	In the first place, qRT-PCR found that OIP5-AS1 and VEGFA expressions were significantly increased while miR-3163 was obviously reduced in HCC cells and tissues. In summary, OIP5-AS1 affects HCC proliferation, metastasis, and angiogenesis in HCC by regulating VEGFA expression through sponging miR-3163.	Unknown
hsa-mir-3163	31611551	Therefore, miR-3163 may contribute to the development of more effective strategies for the treatment of advanced HCC.	Unknown
hsa-mir-4500	32774161	CONCLUSION: TRG-AS1 regulates HCC progression by targeting miR-4500/BACH1 axis.	Unknown
hsa-mir-4443	33511213	CONCLUSION: Collectively, we elucidated a role of lncRNAs-hsa-miRAKT1 pathway in response to baicalein treatment in HCC, which could help us understand the roles of baicalein in inhibiting cancer progression and may provide novel insights into the mechanisms behind HCC progression.	Unknown
hsa-mir-548i	32667692	Overall, the circNFATC3 can sponge miR-548I to protect NFATC3 itself, then it regulates hepatoma cell function via the JNK, c-Jun, AKT, and mTOR signaling pathways, and the circNFATC3 can be a tumor-repressor on HCC.	Unknown
hsa-mir-516a	35509064	Moreover, circTOLLIP sponged miR-516a-5p to elevate the expression of PBX3, thereby activating the epithelial-to-mesenchymal transition (EMT) pathway and facilitating tumor progression in HCC. CONCLUSIONS: Our findings indicate that EIF4A3-induced circTOLLIP promotes the progression of HCC through the circTOLLIP/miR-516a-5p/PBX3/EMT axis.	Unknown
hsa-mir-3677	33200777	Here, we found that miR3p was highly expressed in primary tumor tissues of HCC patients. Our study revealed that the miR3p/GSK3beta axis may play a crucial role in HCC and miR3p may serve as a potential diagnostic biomarker or a therapeutic target for HCC.	Unknown
hsa-mir-1294	33484498	CircCAMSAP1 was up-regulated in HCC tissues, and circCAMSAP1 up-regulated GRAMD1A expression to promote HCC proliferation, migration and invasion through miR-1294.	Unknown
hsa-mir-203b	34881629	The in vivo experiments upheld the LINC00536/miR-203b-5p/VEGFA axis in HCC. Conclusively, LINC00536 could promote HCC deterioration via tuning the miR-203b-5p/VEGFA axis.	Unknown
hsa-mir-595	32107085	Taken together, our findings uncover a pivotal role for the miR-595/ABCB1/NF-kappaB axis in HCC development, and this novel axis may be a suitable target for diagnostic or therapeutic interventions in HCC.	Unknown
hsa-mir-548	35473892	RESULTS Compared with patients with HCC treated with sorafenib, patients treated with lenvatinib developed 8 differentially expressed genes (DEGs, FGF4, FGF23, UNC13C, RIMBP2, STXBP5L, PHOX2B, NEUROD4, and POU4F2) and 3 miRNAs (DEMs, has-miR-548ah, has-miR-888, and has-miR-196a-1), of which hsa-miR-548 regulated 4 target genes, the largest number among the 3 miRNAs.	Unknown
hsa-mir-4756	33707417	miR-4756 inhibition reversed the effects induced by circUBAP2 silencing on the IL-17 and IL-1beta levels and HCC cell migration.	Unknown
hsa-mir-610	33224339	MiRNA-610 acts as a tumour suppressor to depress the cisplatin resistance in hepatocellular carcinoma through targeted silencing of hepatoma-derived growth factor.	Unknown
hsa-mir-889	34306346	In conclusion, these findings demonstrate that circUBE2D2 accelerated the HCC glycolysis and sorafenib resistance via circUBE2D2/miR3p/LDHA axis, which provides a novel approach for HCC treatment.	Unknown
hsa-mir-1827	32464601	In addition, our results show that miR-1827 is a binding target of hsa_circ_0003141, and indicate that hsa_circ_0003141 regulates UBAP2 expression by sponging miR-1827 in HCC cells. Together, our results indicate that hsa_circ_0003141 functions as an oncogene in HCC cells, and suggest that the hsa_circ_0003141/miR-1827/UBAP2 axis might represent a novel therapeutic option for the treatment of HCC.	Unknown
hsa-mir-4516	35089659	In addition, the inhibition of miR-4516 partly reversed the inhibitory effect of LINC00520 silencing on HCC cell proliferation, migration and invasion. In conclusion, the inhibition of LINC00520 suppressed HCC cell proliferation, migration and invasion through mediating miR-4516/SOX5 axis.	Unknown
hsa-mir-559	36105681	These results reveal the interaction between miR-559 and PARD3 in HCC cells and provide new insights into their potential targets as therapeutic treatment against HCC.	Unknown
hsa-mir-559	32572916	CONCLUSIONS: LINC01287 drives proliferative and migratory capacities in HCC via targeting the miR-559/TCF12 axis.	Unknown
hsa-mir-663	33838155	Thus, baicalein treatment or miR-3663-3p induction may be a promising strategy for HCC therapy.	Unknown
hsa-mir-1182	35775884	Silencing circ_0061395 inhibited the malignant behavior of HCC cells by releasing miR-1182. Circ_0061395 induced the changes of the expression of SPOCK1 by regulating miR-1182, thereby mediating the process of HCC, and at least partially promoting the development of HCC cells, providing a novel targeted therapy for HCC.	Unknown
hsa-mir-7855	32956593	In addition, our results revealed that AC006262.5 bound to and regulated miR5p, a tumor-suppressive miRNA, in HCC.	Unknown
hsa-mir-1322	32037619	Mechanistically, circ-HOMER1 enhanced the inhibition of miR-1322 on CXCL6 in HCC. Furthermore, we found that circ-HOMER1 promoted HCC cell growth and aggressiveness by miR-1322/CXCL6 axis.	Unknown
hsa-mir-520f	30448543	Together, these preclinical findings suggest that hypoxia may increase the HCC CSC population via altering the AR/miR-520f-3p/SOX9 signaling, and targeting this newly identified signaling with the small molecule, miR-520f-3p, may help in the development of the novel therapy to better suppress the HCC progression.	Unknown
hsa-mir-548p	34657099	Circ_0073181 and PTPRE were upregulated, and miR-548p was decreased in HCC tissues and cells. Circ_0073181 silencing could inhibit HCC cell growth and metastasis partly by regulating the miR-548p/ PTPRE axis, providing a promising therapeutic target for the HCC treatment.	Unknown
hsa-mir-548p	30556306	Elevated expression of circular RNA circ_0008450 predicts dismal prognosis in hepatocellular carcinoma and regulates cell proliferation, apoptosis, and invasion via sponging miR-548p.	Unknown
